index,corpus,source,id,sentence,token,time_start,time_end,start,end
3131,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,324,вот так жили,жили,393.41,394.08,9,12
3132,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,404,"всегда летом матери забрали в ог... ну, в поле работать",забрали,505.555,509.535,21,27
3133,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,470,"ясли были, дошкольников только брали",брали,593.22,595.83,32,36
3134,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,474,после первого класса не брали нас,брали,598.255,600.155,25,29
3135,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,478,"так жили, вот поэтому я хотела учиться в механизаторах",жили,603.415,607.025,5,8
3136,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,500,так жили,жили,636.62,637.27,5,8
3137,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,502,"дожили, теперь очень хорошо жить",дожили,639.075,640.955,1,6
3138,russian_l2_chuvash,asg1937_20170807_AnfStep_KI_RusText_01.eaf,566,в армии не брали шахтерзаня,брали,707.97,709.94,12,16
3139,russian_l2_chuvash,bpn1956_20170808_BorPor_KI_RusText_01.eaf,206,пиво мы брали,брали,282.328,283.588,9,13
3140,russian_l2_chuvash,bpn1956_20170808_BorPor_KI_RusText_01.eaf,446,он помер,помер,583.815,585.525,4,8
3141,russian_l2_chuvash,bpn1956_20170808_BorPor_KI_RusText_01.eaf,458,Коля тоже помер,помер,596.8,598.89,12,16
3142,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_01.eaf,190,родители вроде умерли,умерли,169.676,171.172,16,21
3143,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_02..eaf,147,Дедушка - он в войну умер.,умер,256.65,258.69,22,25
3144,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_02..eaf,187,Лесники дали специальные участки что ли там это.,дали,302.81,305.29,9,12
3145,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_02..eaf,232,"Жили-жили вот, а наши вот познакомились.",Жили,373.01,376.03,1,4
3146,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_02..eaf,232,"Жили-жили вот, а наши вот познакомились.",жили,373.01,376.03,6,9
3147,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_01.eaf,738,всем дала подарки,дала,707.309,708.548,6,9
3148,russian_l2_chuvash,epx1961_20170806_ElizPetr_KI_RusText_01.eaf,747,они тоже отцу-матери только дали,дали,715.409,717.601,29,32
3149,russian_l2_chuvash,"gnb1956_170811_GalNik_MF_TEXT_pro_padenie,_sobaku_i_raznoe.eaf",6,машину забрали,забрали,4.69,5.85,8,14
3150,russian_l2_chuvash,gnb1956_170811_GalNik_MF_TEXT_pro_orexi_i_raznoe.eaf,60,это сеструлька дала,дала,76.891,78.414,16,19
3151,russian_l2_chuvash,gnb1956_170811_GalNik_MF_TEXT_pro_orexi_i_raznoe.eaf,72,а это дочка дала,дала,85.938,87.695,13,16
3152,russian_l2_chuvash,"gnb1956_170811_GalNik_MF_TEXT_pro_padenie,_sobaku_i_raznoe.eaf",175,дала вечером,дала,211.42,212.4,1,4
3153,russian_l2_chuvash,gnb1956_170811_GalNik_MF_TEXT_pro_xmel'_i_pro_semju.eaf,280,сын умер вроде,умер,250.415,251.535,5,8
3154,russian_l2_chuvash,gnb1956_170811_GalNik_MF_TEXT_pro_xmel'_i_pro_semju.eaf,282,и дядя умер,умер,251.71,252.9,8,11
3155,russian_l2_chuvash,gnb1956_170811_GalNik_MF_TEXT_pro_xmel'_i_pro_semju.eaf,341,отец умер,умер,315.195,316.405,6,9
3156,russian_l2_chuvash,"gnb1956_170811_GalNik_MF_TEXT_pro_padenie,_sobaku_i_raznoe.eaf",335,дала кости,дала,365.634,368.012,1,4
3157,russian_l2_chuvash,gnb1956_170811_GalNik_MF_TEXT_pro_xmel'_i_pro_semju.eaf,424,я тут не жила,жила,396.905,398.005,10,13
3158,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,59,"Одна у нас, знаете, , ее звали",звали,67.03,70.22,43,47
3159,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,170,"там вообще одно написано, а кино шестьдесят серий посняли и",посняли,206.51,210.322,51,57
3160,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,182,"а тут живая дочка осталась, в книге умерла она",умерла,227.675,230.707,37,42
3161,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,186,а в произведении они обе умерли,умерли,234.733,237.077,26,31
3162,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,197,"а почему так делают, я не поняла",поняла,244.927,247,27,32
3163,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,228,кто -то умер,умер,287.422,288.136,9,12
3164,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,268,у Елены Яковлевны дочка тоже умерла,умерла,340.697,343.02,30,35
3165,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,276,"а здесь, кино тоже умерла, и",умерла,352.651,355.058,20,25
3166,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,278,"там она, по- моему, умерла",умерла,355.064,356.605,21,26
3167,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,284,как вот так сняли?,сняли,361.591,362.903,13,17
3168,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,300,"он не говорит, это племянница мне дала, говорило радио, теперь не говорит",дала,382.269,385.675,35,38
3169,russian_l2_chuvash,gps1956_20170820_GalPr_LR_Universitet_i_policija.eaf,409,"эти, которые сдали документы, намухлевали, но они, наверное, думали, что это мужик",сдали,519.605,525.407,14,18
3170,russian_l2_chuvash,ops1957_20170809_OlgPetr_RusText_chuvashskij_kostum.eaf,239,и наша вышивальщица заняла первое место,заняла,354.641,357.791,21,26
3171,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,433,"ну тут ну если б я совершенно иголку, нитку в руки не брала б",брала,592.489,597.032,55,59
3172,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,672,"ага, супругу дали",дали,953.694,955.339,14,17
3173,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,674,ну и я тоже принял,принял,955.83,957.413,13,18
3174,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,919,"в другой район, Шумерлинский, там работали и жили",жили,1289.621,1293.884,46,49
3175,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,937,"месяц я у мамы жила, не соглашалась приезжать",жила,1319.508,1322.209,16,19
3176,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,1050,ничего не поняла,поняла,1462.093,1463.165,11,16
3177,russian_l2_chuvash,ops1957_20170809_OlgPetr_KI_RusText_o_zhizni.eaf,1295,а мы в колхоз в аренду сдали,сдали,1799.76,1801.721,24,28
3178,russian_l2_chuvash,rnm1957_2017_RosNik_KI_VB_RusText_o_shkole_i_sele.eaf,479,"но задачи -то, чтоб ребенок понял и решил",понял,597.36,600.319,29,33
3179,russian_l2_chuvash,rnm1957_20170812_RosNik_KI_o_pasekah_ogorodah_rus.eaf,578,вот так жили,жили,751.377,752.116,9,12
3180,russian_l2_chuvash,rnm1957_20170812_RosNik_KI_o_pasekah_ogorodah_rus.eaf,580,"потом газ дали уже, конечно",дали,752.334,753.777,11,14
3181,russian_l2_chuvash,rnm1957_20170807_RosNik_VB_RusText.eaf,507,и ждали вот этой погоды,ждали,762.478,763.828,3,7
3182,russian_l2_chuvash,rnm1957_20170807_RosNik_VB_RusText.eaf,536,и вот мы в апреле учителя каждый год брали это,брали,799.118,802.68,38,42
